1.965270999999999958e+03,8.886718000000000472e+01,-3.936768000000000001e+01,-1.053101000000000065e+00,-1.264281999999999906e+00,9.478760000000000518e-01
1.999756000000000085e+03,-2.008055999999999841e+01,-3.143309999999999960e+01,-1.137084999999999901e+00,3.796386999999999678e-02,7.014160000000000394e-01
1.563476000000000113e+03,-6.652831999999999368e+01,-7.446289000000000158e+01,-1.321655000000000024e+00,1.835938000000000014e-01,1.319579999999999920e-01
-3.809203999999999724e+02,-9.051512999999999920e+01,-4.528808000000000078e+01,-7.067871000000000015e-01,-1.680175999999999892e+00,1.015258999999999912e+00
-1.544250000000000000e+03,-6.884766000000000474e+01,2.435302000000000078e+01,-6.846923999999999788e-01,-1.750609999999999999e+00,4.498290999999999817e-01
-1.998961999999999989e+03,-9.826658999999999367e+01,6.915282999999999447e+01,-8.483886999999999956e-01,-2.083861999999999881e+00,1.278809000000000085e+00
-1.937256000000000085e+03,-1.431885000000000048e+02,6.384277000000000157e+01,-9.737548999999999788e-01,-5.096435999999999744e-01,1.080443999999999960e+00
-8.438719999999999573e+02,-5.755615000000000236e+01,-5.407713999999999999e+01,-1.065917999999999921e+00,-3.505859000000000059e-01,7.973632999999999971e-01
1.418273999999999887e+03,3.302002000000000237e+01,-1.641845999999999961e+01,-1.101806999999999981e+00,-1.196776999999999980e+00,8.516846000000000139e-01
1.999756000000000085e+03,7.843017999999999290e+01,-1.641845999999999961e+01,-1.220458999999999961e+00,-8.927002000000000548e-01,2.589111000000000051e-01
1.999756000000000085e+03,-2.490233999999999881e+01,-4.284667000000000314e+01,-6.645507999999999971e-01,4.262695000000000234e-01,-4.150390999999999803e-02
1.691405999999999949e+03,-9.777831000000000472e+01,1.953125000000000000e+00,-1.125977000000000006e+00,-3.602294999999999803e-01,1.492431999999999981e+00
-5.328369000000000142e+02,-8.361815999999999249e+00,-1.971435999999999922e+01,-6.567382999999999971e-01,-8.414306999999999759e-01,9.971923999999999788e-01
-1.926941000000000031e+03,-1.885986000000000118e+01,3.833008000000000237e+01,-1.018677000000000055e+00,-1.039063000000000070e+00,1.053344999999999976e+00
-1.999756000000000085e+03,-1.121216000000000008e+02,1.137694999999999936e+02,-6.960448999999999664e-01,-1.027954000000000034e+00,7.512206999999999635e-01
-1.961791999999999916e+03,-1.341553000000000111e+02,-5.584716000000000236e+01,-1.116699000000000108e+00,-5.250243999999999467e-01,1.079468000000000094e+00
-9.156493000000000393e+02,-4.150390999999999941e+00,-6.750488000000000000e+01,-9.814452999999999649e-01,-1.134155000000000024e+00,3.918457000000000190e-01
1.303222999999999956e+03,3.674316000000000315e+01,3.295898000000000216e+00,-1.009155000000000024e+00,-6.162109000000000059e-01,-2.430420000000000080e-01
1.999756000000000085e+03,8.923338999999999999e+01,4.199217999999999762e+01,-1.097290000000000099e+00,-1.535644999999999927e+00,9.349364999999999482e-01
1.999756000000000085e+03,-2.490233999999999881e+01,-3.027344000000000079e+01,-1.093261999999999956e+00,6.826172000000000351e-01,9.117431999999999759e-01
1.242737000000000080e+03,-1.566771999999999991e+02,-1.029663000000000039e+02,-1.025268999999999986e+00,2.187500000000000000e-01,6.951903999999999861e-01
