-1.342772999999999994e+00,2.258300999999999892e+00,-3.356933000000000167e+00,-3.652344000000000146e-01,5.859375000000000000e-03,9.187011999999999956e-01
0.000000000000000000e+00,-4.272460000000000147e-01,-1.281738000000000044e+00,-3.454590000000000161e-01,1.855468999999999868e-02,9.395752000000000548e-01
-3.662109000000000059e-01,3.662109000000000059e-01,-1.220703000000000066e-01,-3.486328000000000205e-01,4.736328000000000066e-02,9.597168000000000365e-01
5.493164000000000380e-01,7.934569999999999679e-01,-4.699707000000000079e+00,-3.453369000000000022e-01,1.002196999999999949e-01,9.455565999999999693e-01
1.647949000000000108e+00,9.155271999999999855e-01,-9.216309000000000751e+00,-3.403320000000000234e-01,8.361815999999999693e-02,9.694823999999999664e-01
-5.065916999999999781e+00,4.821776999999999980e+00,-1.385497999999999941e+01,-3.430175999999999781e-01,8.398437999999999737e-02,9.528809000000000307e-01
-2.563476000000000088e+00,6.103515999999999941e-01,-1.745605000000000118e+01,-3.641357000000000066e-01,5.786133000000000248e-02,8.471680000000000321e-01
-1.159667999999999921e+00,-7.141112999999999822e+00,-2.111815999999999960e+01,-3.459473000000000131e-01,5.346680000000000182e-02,9.409180000000000321e-01
6.713867000000000029e-01,2.746582000000000079e+00,-2.551268999999999920e+01,-3.394774999999999876e-01,8.911133000000000248e-02,1.030883999999999912e+00
-1.385497999999999941e+01,1.452637000000000000e+01,-3.533935999999999922e+01,-3.326415999999999817e-01,1.462401999999999869e-01,1.102905000000000024e+00
-7.019041999999999781e+00,2.667236000000000118e+01,-4.650878000000000156e+01,-3.383788999999999825e-01,6.213379000000000124e-02,9.954834000000000183e-01
-9.155271999999999855e-01,2.777099000000000117e+01,-4.943847000000000236e+01,-3.630371000000000015e-01,2.453612999999999975e-02,9.536132999999999971e-01
-4.516601999999999784e+00,3.106689000000000078e+01,-5.847167000000000314e+01,-3.961181999999999759e-01,1.892090000000000091e-02,8.955077999999999649e-01
-8.056641000000000830e+00,2.807617000000000118e+01,-5.883789000000000158e+01,-4.058838000000000168e-01,-1.129150000000000015e-01,8.728027000000000424e-01
-2.838135000000000119e+01,2.880858999999999881e+01,-5.822753000000000156e+01,-4.378661999999999832e-01,-1.237792999999999949e-01,8.868407999999999847e-01
-3.588866999999999763e+01,2.642821999999999960e+01,-5.529784999999999684e+01,-4.505615000000000037e-01,-2.207031000000000132e-01,8.282471000000000139e-01
-2.569579999999999842e+01,1.910399999999999920e+01,-4.864500999999999920e+01,-5.015868999999999467e-01,-3.186034999999999839e-01,7.604980000000000073e-01
-2.044677000000000078e+01,2.685547000000000128e+00,-1.940917999999999921e+01,-5.192871000000000015e-01,-6.636963000000000168e-01,6.481934000000000307e-01
2.624511000000000038e+00,-3.369140999999999764e+01,5.615234000000000236e+01,-5.229492000000000029e-01,-1.075194999999999901e+00,4.202880999999999978e-01
-7.080078000000000316e+00,-7.647705000000000553e+01,1.268920999999999992e+02,-4.300536999999999832e-01,-1.115112000000000103e+00,2.490234000000000059e-01
-2.465820000000000078e+01,-1.613158999999999992e+02,2.362670999999999992e+02,5.957031000000000132e-02,-1.127197000000000005e+00,1.448975000000000124e-01
-3.210448999999999842e+01,-2.003783999999999992e+02,2.777099999999999795e+02,4.229736000000000051e-01,-3.742675999999999781e-01,8.194580000000000197e-01
-7.934569999999999901e+00,-1.744385000000000048e+02,2.453002999999999929e+02,6.140136999999999956e-01,5.780028999999999861e-01,1.752318999999999960e+00
5.163573999999999842e+01,-8.459471999999999525e+01,1.613158999999999992e+02,5.833739999999999482e-01,1.140991000000000088e+00,2.294678000000000218e+00
